      time,           p [    21.91      1.64         0],           p [    25.57      1.64         0],           p [    29.12      1.62         0],           p [    32.89      1.63         0],           p [    36.54      1.63         0],           p [    40.21      1.63         0]
    9.037386429576291e-01,                    2.367495189470988862e+03,                    2.363074898942784785e+03,                    2.558697603595585406e+03,                    2.459787814215147591e+03,                    2.463552789118799865e+03,                    2.468872798228735519e+03
    9.374510805274368e-01,                    2.367905289185631318e+03,                    2.363354050566647857e+03,                    2.558840619185207288e+03,                    2.459989323232804509e+03,                    2.463713980432570679e+03,                    2.468736657470418777e+03
    9.708717786925350e-01,                    2.368083209357100259e+03,                    2.363493365088330393e+03,                    2.558878451404437328e+03,                    2.460021548180340233e+03,                    2.463776687368486364e+03,                    2.468454387103191948e+03
    1.004059612388266e+00,                    2.368218427859821531e+03,                    2.363633872119816260e+03,                    2.558916933476180475e+03,                    2.460123504044432138e+03,                    2.463834108221067709e+03,                    2.468016157586202553e+03
    1.037059853786499e+00,                    2.368358577140745183e+03,                    2.363801722085075198e+03,                    2.558979311100352788e+03,                    2.460179557252718496e+03,                    2.463932858486146415e+03,                    2.467619478021841587e+03
    1.069907571501645e+00,                    2.368467864359038231e+03,                    2.363913753533209274e+03,                    2.559047055766198810e+03,                    2.460275957604034375e+03,                    2.464017493905034371e+03,                    2.467013460026005760e+03
    1.102631865806102e+00,                    2.368584436007635304e+03,                    2.364061827138522403e+03,                    2.559130364420384922e+03,                    2.460328170438495363e+03,                    2.464142903405210291e+03,                    2.466482647664746310e+03
    1.135257084896847e+00,                    2.368663223297043714e+03,                    2.364134750311716743e+03,                    2.559218583358699561e+03,                    2.460383878774738605e+03,                    2.464260918672083790e+03,                    2.465789646074063057e+03
    1.167803571347630e+00,                    2.368739460938556022e+03,                    2.364234195450860170e+03,                    2.559319686847240519e+03,                    2.460416173632080699e+03,                    2.464406773171185705e+03,                    2.465196125002541976e+03
    1.200287498714147e+00,                    2.368795741152409846e+03,                    2.364270742501365021e+03,                    2.559426941638340395e+03,                    2.460425604287342594e+03,                    2.464552422188565743e+03,                    2.464470237431767146e+03
    1.232724508875754e+00,                    2.368830443884405668e+03,                    2.364299842710846860e+03,                    2.559545701936749992e+03,                    2.460433455326473904e+03,                    2.464706157286918824e+03,                    2.463809771460925731e+03
    1.265124895211814e+00,                    2.368860979882348147e+03,                    2.364312459138255690e+03,                    2.559672432852858947e+03,                    2.460391293576230964e+03,                    2.464883794185358511e+03,                    2.463255322714133854e+03
    1.297500576267652e+00,                    2.368871809471060715e+03,                    2.364259670928959167e+03,                    2.559813085651451274e+03,                    2.460390068477507612e+03,                    2.465040614840058424e+03,                    2.462637377133596146e+03
    1.329665794944245e+00,                    2.369086655139923550e+03,                    2.364392179054129883e+03,                    2.560085442078399410e+03,                    2.460444600296434146e+03,                    2.465334594809756254e+03,                    2.462251063504212198e+03
    1.361615671012257e+00,                    2.369096089254000162e+03,                    2.364304368110938412e+03,                    2.560262608823814844e+03,                    2.460452684225339908e+03,                    2.465501081077289200e+03,                    2.461758485087999361e+03
    1.393380733494960e+00,                    2.369038161328948263e+03,                    2.364284475310530524e+03,                    2.560416227141141462e+03,                    2.460379069307632562e+03,                    2.465657505942088846e+03,                    2.461416622898680089e+03
    1.424987781008188e+00,                    2.368976111540633156e+03,                    2.364170303844125101e+03,                    2.560591908463495201e+03,                    2.460368215472533848e+03,                    2.465791015471272203e+03,                    2.461083932324028410e+03
    1.456464510404462e+00,                    2.368875575464486701e+03,                    2.364136659324892662e+03,                    2.560773574995431773e+03,                    2.460327886317673801e+03,                    2.465927539728921147e+03,                    2.460839584880324765e+03
    1.487833161254983e+00,                    2.368722581317237200e+03,                    2.364030654545589186e+03,                    2.560977747756397548e+03,                    2.460342011197112697e+03,                    2.466056400471920369e+03,                    2.460761875217220222e+03
    1.519114140512575e+00,                    2.368610677555579059e+03,                    2.364008694854464011e+03,                    2.561192400966999230e+03,                    2.460354851739819878e+03,                    2.466190353862376014e+03,                    2.460733338366484531e+03
    1.550324502954938e+00,                    2.368493604039349066e+03,                    2.363961037847090665e+03,                    2.561429236975971435e+03,                    2.460403989657410420e+03,                    2.466301155021163140e+03,                    2.460744590700587651e+03
    1.581480393155968e+00,                    2.368336176758412876e+03,                    2.363953257725312142e+03,                    2.561672690052576854e+03,                    2.460470246009302173e+03,                    2.466433515750648894e+03,                    2.460910821324270728e+03
    1.612595939421011e+00,                    2.368128154405686928e+03,                    2.363930603866914225e+03,                    2.561934264806653118e+03,                    2.460553372603247681e+03,                    2.466543393458170613e+03,                    2.461140230790822443e+03
    1.643684533672386e+00,                    2.367913630470811768e+03,                    2.363956468328088704e+03,                    2.562200368962505763e+03,                    2.460660623372530608e+03,                    2.466666726826803824e+03,                    2.461365460618511406e+03
    1.674758092593715e+00,                    2.367642114948048402e+03,                    2.363969110187048955e+03,                    2.562482212212472405e+03,                    2.460774592243440566e+03,                    2.466766169446611002e+03,                    2.461642068970413220e+03
    1.705827979034674e+00,                    2.367302669049781343e+03,                    2.364032263038181100e+03,                    2.562762817565303067e+03,                    2.460904753313750916e+03,                    2.466888689710649032e+03,                    2.461962005820597824e+03
    1.736897865475633e+00,                    2.366931271092776569e+03,                    2.364077945486204499e+03,                    2.563060621571471529e+03,                    2.461033574646998204e+03,                    2.466988627152007211e+03,                    2.462268015273029505e+03
    1.767974248538834e+00,                    2.366478015598056118e+03,                    2.364190517410261236e+03,                    2.563349214499536174e+03,                    2.461169585184661628e+03,                    2.467112483068235179e+03,                    2.462603370823595924e+03
    1.799066674415365e+00,                    2.365915841498690952e+03,                    2.364251324670424310e+03,                    2.563643094178804404e+03,                    2.461297002932570649e+03,                    2.467206005998628370e+03,                    2.462907635127267895e+03
    1.830183811283207e+00,                    2.365302208579000308e+03,                    2.364414169823286556e+03,                    2.563925851284226610e+03,                    2.461400279871499606e+03,                    2.467318717951187864e+03,                    2.463227576429803321e+03
    1.861308946731391e+00,                    2.364652122771316499e+03,                    2.364520631564354971e+03,                    2.564228702660283034e+03,                    2.461543981175784211e+03,                    2.467423546833437285e+03,                    2.463706748230434187e+03
    1.892245407010686e+00,                    2.364114303427626965e+03,                    2.364859634340335106e+03,                    2.564635434250467824e+03,                    2.461751141371905760e+03,                    2.467663015525574338e+03,                    2.464126080751914742e+03
    1.923012967080248e+00,                    2.363264170999621001e+03,                    2.364964582399298251e+03,                    2.564895918556518609e+03,                    2.461861228325343745e+03,                    2.467725085396934901e+03,                    2.464331338072741801e+03
    1.953632668120663e+00,                    2.362336902617543728e+03,                    2.365196122633386949e+03,                    2.565130297723597323e+03,                    2.461896929554665803e+03,                    2.467807617178695182e+03,                    2.464510061695504191e+03
    1.984123584835167e+00,                    2.361417574462668199e+03,                    2.365322337308459737e+03,                    2.565358050820396784e+03,                    2.461988838935906642e+03,                    2.467840808501907759e+03,                    2.464588580495395945e+03
    2.014503493617227e+00,                    2.360465774017830881e+03,                    2.365593934213614830e+03,                    2.565561864877149219e+03,                    2.462001314783743965e+03,                    2.467889288143268914e+03,                    2.464601964505196065e+03
    2.044788621541712e+00,                    2.359521501910536699e+03,                    2.365752823564121172e+03,                    2.565755982367838897e+03,                    2.462083555761259049e+03,                    2.467892255929164548e+03,                    2.464663431248249253e+03
    2.074996039576074e+00,                    2.358601620325901422e+03,                    2.366058011583140797e+03,                    2.565923355898321915e+03,                    2.462097364957066929e+03,                    2.467899828185552906e+03,                    2.464599208235913466e+03
    2.105137986507571e+00,                    2.357707903007403729e+03,                    2.366240543142857859e+03,                    2.566077264233264486e+03,                    2.462180872380371511e+03,                    2.467850459614498959e+03,                    2.464497390666050251e+03
    2.135229426362454e+00,                    2.356922274531438234e+03,                    2.366576891130470358e+03,                    2.566204468994890703e+03,                    2.462220561616384202e+03,                    2.467817558210632342e+03,                    2.464402946785640779e+03
    2.165281770670208e+00,                    2.356265764029699767e+03,                    2.366817523638247621e+03,                    2.566317115634663878e+03,                    2.462318167636560247e+03,                    2.467718214718961917e+03,                    2.464258807298794636e+03
    2.195308808663133e+00,                    2.355693126234119063e+03,                    2.367179827129524256e+03,                    2.566400419136673008e+03,                    2.462399669353421814e+03,                    2.467616871463545522e+03,                    2.464031901364880014e+03
    2.225321370779885e+00,                    2.355275960494205719e+03,                    2.367462910526697669e+03,                    2.566468449278338539e+03,                    2.462524836568789851e+03,                    2.467466704515405581e+03,                    2.463942201911125267e+03
    2.255332210473580e+00,                    2.354990645950693306e+03,                    2.367842529743632440e+03,                    2.566507413134183935e+03,                    2.462661855970829492e+03,                    2.467310765766072109e+03,                    2.463742823753699213e+03
    2.285343050167276e+00,                    2.354814486153479720e+03,                    2.368138839729783285e+03,                    2.566534779424924182e+03,                    2.462831356915314700e+03,                    2.467102704100177561e+03,                    2.463609215462775865e+03
    2.315362661987160e+00,                    2.354863889383403148e+03,                    2.368548089719793097e+03,                    2.566534259897510310e+03,                    2.463018109080888280e+03,                    2.466889217927913251e+03,                    2.463394438955994246e+03
    2.345403014012172e+00,                    2.355033685101972424e+03,                    2.368876886379601729e+03,                    2.566513048081283159e+03,                    2.463226721073201588e+03,                    2.466620450253593390e+03,                    2.463311510463274317e+03
    2.375474556395107e+00,                    2.355343560344278558e+03,                    2.369293614160369998e+03,                    2.566471958248238479e+03,                    2.463456962181215204e+03,                    2.466361499476287918e+03,                    2.463104860087327779e+03
    2.405588931499296e+00,                    2.355764712121178945e+03,                    2.369627700464419831e+03,                    2.566413565554261822e+03,                    2.463707061393648928e+03,                    2.466038178311230240e+03,                    2.463083735856635030e+03
    2.435756730341425e+00,                    2.356249560518958333e+03,                    2.370023269228705885e+03,                    2.566337962910654824e+03,                    2.463976007237668455e+03,                    2.465736282464854412e+03,                    2.462932478480258396e+03
    2.465825436336278e+00,                    2.357064745411370041e+03,                    2.370477295930618311e+03,                    2.566363996316815246e+03,                    2.464370936343855192e+03,                    2.465499184839144164e+03,                    2.463086706893774590e+03
    2.495813421414399e+00,                    2.357721251348063561e+03,                    2.370880026920816817e+03,                    2.566264890034618475e+03,                    2.464667524809271526e+03,                    2.465166666635043839e+03,                    2.462991511543153592e+03
    2.525740225384765e+00,                    2.358404142378238703e+03,                    2.371195868652093850e+03,                    2.566154151019857181e+03,                    2.464962055125239203e+03,                    2.464805870396201044e+03,                    2.463082664500842839e+03
    2.555624532508874e+00,                    2.359041131557796234e+03,                    2.371554946102111444e+03,                    2.566039788581736047e+03,                    2.465264150239719129e+03,                    2.464465876576897699e+03,                    2.463073907494570904e+03
    2.585484451903510e+00,                    2.359707818982978097e+03,                    2.371852134005332573e+03,                    2.565924467447021925e+03,                    2.465565192199634112e+03,                    2.464104567686574683e+03,                    2.463189108390898127e+03
    2.615337463820044e+00,                    2.360313026493565303e+03,                    2.372197429194910910e+03,                    2.565814380569118839e+03,                    2.465869759593805611e+03,                    2.463771253224098018e+03,                    2.463183015585893827e+03
    2.645190475736577e+00,                    2.360876665212892476e+03,                    2.372467881588522687e+03,                    2.565713760498891133e+03,                    2.466178033211920138e+03,                    2.463431534327059580e+03,                    2.463346326580407094e+03
    2.675053621996142e+00,                    2.361284335251023549e+03,                    2.372766183958589863e+03,                    2.565621333422868702e+03,                    2.466481311594337967e+03,                    2.463127309675714514e+03,                    2.463377331341368517e+03
    2.704916587321546e+00,                    2.361703997630754657e+03,                    2.373010613398831538e+03,                    2.565553484794640099e+03,                    2.466794454377351030e+03,                    2.462829968393501531e+03,                    2.463601959852292111e+03
    2.734779552646950e+00,                    2.361978250916716661e+03,                    2.373275663275635907e+03,                    2.565496270131667643e+03,                    2.467096315074578797e+03,                    2.462569405939440912e+03,                    2.463649885059163807e+03
    2.764652705309600e+00,                    2.362133197977516829e+03,                    2.373453862900853892e+03,                    2.565444708322253518e+03,                    2.467382758139212456e+03,                    2.462293048410491338e+03,                    2.463827013377091589e+03
    2.794548725888164e+00,                    2.362117125395294352e+03,                    2.373634364760298013e+03,                    2.565415385781823716e+03,                    2.467664945530126715e+03,                    2.462071476401013570e+03,                    2.463845873157836650e+03
    2.824316565653419e+00,                    2.362246797426634203e+03,                    2.373868125867548315e+03,                    2.565516765108374784e+03,                    2.468051734057034082e+03,                    2.461947589041321862e+03,                    2.464124697240573369e+03
    2.853979916976370e+00,                    2.362061896584632905e+03,                    2.373991909826290794e+03,                    2.565531287024799894e+03,                    2.468318708000655533e+03,                    2.461773846853732721e+03,                    2.464203657873423253e+03
    2.883560993422703e+00,                    2.361791337735754951e+03,                    2.374033738564209671e+03,                    2.565561728043480343e+03,                    2.468569447682693863e+03,                    2.461579969965692271e+03,                    2.464347926766390174e+03
    2.913081524401550e+00,                    2.361390418188851527e+03,                    2.374061399045806866e+03,                    2.565624206065646831e+03,                    2.468821501461869047e+03,                    2.461458449918978658e+03,                    2.464352191331754511e+03
    2.942562088564857e+00,                    2.360975804330605570e+03,                    2.374029040851300124e+03,                    2.565708077191334269e+03,                    2.469061652787065213e+03,                    2.461311994408890314e+03,                    2.464385580195377770e+03
    2.972022990156653e+00,                    2.360545370746107437e+03,                    2.373995523787288221e+03,                    2.565828480464537279e+03,                    2.469304097441176509e+03,                    2.461239787236726897e+03,                    2.464267836440811152e+03
    3.001483517091306e+00,                    2.360110510897478889e+03,                    2.373893927542483652e+03,                    2.565970125017712689e+03,                    2.469539649175609156e+03,                    2.461140670183651309e+03,                    2.464193023101829112e+03
    3.030944044025958e+00,                    2.359637600531464159e+03,                    2.373783138289332328e+03,                    2.566157541680358463e+03,                    2.469786381579103363e+03,                    2.461128565430510662e+03,                    2.463966085826543349e+03
    3.060423423774910e+00,                    2.359242945922731451e+03,                    2.373619348299743706e+03,                    2.566354955404405246e+03,                    2.470019473594860301e+03,                    2.461074831001231814e+03,                    2.463787006190339980e+03
    3.089939880351674e+00,                    2.358844055834133542e+03,                    2.373440143650698701e+03,                    2.566584915690819344e+03,                    2.470247330095979578e+03,                    2.461097255315494749e+03,                    2.463453375231491918e+03
    3.119511500232886e+00,                    2.358512751019969528e+03,                    2.373206784990228698e+03,                    2.566830066100183103e+03,                    2.470475864182737041e+03,                    2.461079833038514607e+03,                    2.463117296209549295e+03
    3.149155253345858e+00,                    2.358195811163338931e+03,                    2.372967417788053808e+03,                    2.567107709399570467e+03,                    2.470697976621631369e+03,                    2.461143640923422026e+03,                    2.462665222273736617e+03
    3.178888335673117e+00,                    2.357937161717724848e+03,                    2.372662147837297653e+03,                    2.567393015034062046e+03,                    2.470919542100875333e+03,                    2.461168087206783639e+03,                    2.462259640947883781e+03
    3.208726218493278e+00,                    2.357761606434808073e+03,                    2.372378632077616203e+03,                    2.567710544768652653e+03,                    2.471133906348642086e+03,                    2.461269806156496998e+03,                    2.461705783248209173e+03
    3.238684759215823e+00,                    2.357682611500951225e+03,                    2.372042395205618959e+03,                    2.568029310004781109e+03,                    2.471346040255260959e+03,                    2.461331676493726718e+03,                    2.461224252434289156e+03
    3.268778136291360e+00,                    2.357662571774845674e+03,                    2.371716711456911980e+03,                    2.568375043800352614e+03,                    2.471550979873592951e+03,                    2.461478444168800706e+03,                    2.460668911596945236e+03
    3.299020671923059e+00,                    2.357689732577228369e+03,                    2.371354836098555097e+03,                    2.568713940449000347e+03,                    2.471747259352705441e+03,                    2.461574473998031863e+03,                    2.460142312652410055e+03
    3.329424858776358e+00,                    2.357800557815376578e+03,                    2.371005633077324546e+03,                    2.569072232133491980e+03,                    2.471935867624939419e+03,                    2.461757456322682174e+03,                    2.459528566741752456e+03
    3.360003278038662e+00,                    2.357901595886881296e+03,                    2.370614775376262969e+03,                    2.569418444990040825e+03,                    2.472110715957875072e+03,                    2.461889916973944764e+03,                    2.459042119938504129e+03
    3.390766621658157e+00,                    2.358094063228368668e+03,                    2.370266305887435919e+03,                    2.569780821658087007e+03,                    2.472279093483140059e+03,                    2.462116351761315400e+03,                    2.458495778435717057e+03
    3.421725559828767e+00,                    2.358332311856261185e+03,                    2.369897271550936239e+03,                    2.570121395409125853e+03,                    2.472428147163602262e+03,                    2.462287463586107151e+03,                    2.458098380739276308e+03
    3.452668668459498e+00,                    2.358806175159686518e+03,                    2.369702758028712196e+03,                    2.570618282873157568e+03,                    2.472715086321477429e+03,                    2.462693612635103818e+03,                    2.457816024229336108e+03
    3.483395270946423e+00,                    2.359317391388479791e+03,                    2.369505176800702429e+03,                    2.571078674182939267e+03,                    2.472977744660617645e+03,                    2.463026867381816373e+03,                    2.457641396049209106e+03
    3.513934657934916e+00,                    2.359504732950723792e+03,                    2.369174461141374195e+03,                    2.571387806251351321e+03,                    2.473067380126166427e+03,                    2.463324956141960683e+03,                    2.457379242441270435e+03
    3.544313955300169e+00,                    2.359693871229305842e+03,                    2.368866533196135606e+03,                    2.571654763198538603e+03,                    2.473129281922882910e+03,                    2.463531464917849462e+03,                    2.457180206016016655e+03
    3.574558317154866e+00,                    2.359882322934657168e+03,                    2.368602079588275046e+03,                    2.571928793608913566e+03,                    2.473171798851263247e+03,                    2.463848986415538093e+03,                    2.457028818281363783e+03
    3.604691416491936e+00,                    2.360028044521389347e+03,                    2.368340024071418611e+03,                    2.572158066391578359e+03,                    2.473193943732237585e+03,                    2.464083408771012273e+03,                    2.457031154185456217e+03
    3.634735385086904e+00,                    2.360078493326190710e+03,                    2.368123998013491473e+03,                    2.572397435460964971e+03,                    2.473194623400021101e+03,                    2.464417957519885476e+03,                    2.457032875224990221e+03
    3.664711572372875e+00,                    2.360141120034868891e+03,                    2.367934801213642459e+03,                    2.572597288013204889e+03,                    2.473179911994145186e+03,                    2.464658560236885478e+03,                    2.457129313686384648e+03
    3.694639276773194e+00,                    2.360158314438875095e+03,                    2.367797271925517634e+03,                    2.572807087408905318e+03,                    2.473143459600272763e+03,                    2.465008817080518384e+03,                    2.457303488790759729e+03
    3.724538248619607e+00,                    2.360123356723364850e+03,                    2.367669707402631502e+03,                    2.572980816017934558e+03,                    2.473093429978556287e+03,                    2.465257094849845089e+03,                    2.457499452967980687e+03
    3.754425765475573e+00,                    2.359989439559012681e+03,                    2.367589748183243046e+03,                    2.573164936245968875e+03,                    2.473022389310705421e+03,                    2.465606476366438528e+03,                    2.457721434113729629e+03
    3.784313282331538e+00,                    2.359883664207434322e+03,                    2.367536355369176363e+03,                    2.573325070642917126e+03,                    2.472945432679336136e+03,                    2.465856175431763404e+03,                    2.458022443583481618e+03
    3.814207672356082e+00,                    2.359719848666729376e+03,                    2.367554711930747089e+03,                    2.573503620887179750e+03,                    2.472851793862609156e+03,                    2.466203198648443504e+03,                    2.458340285373271854e+03
    3.844003215686441e+00,                    2.359674282562672488e+03,                    2.367643762421705105e+03,                    2.573733844470669283e+03,                    2.472826987900046333e+03,                    2.466508619208707387e+03,                    2.458732447942023555e+03
    3.873565434910691e+00,                    2.359617485403528917e+03,                    2.367830304916731620e+03,                    2.574004953889254466e+03,                    2.472808702709244244e+03,                    2.466928292643797704e+03,                    2.459110732153357731e+03
    3.902920063029719e+00,                    2.359343051360342088e+03,                    2.367876282621204155e+03,                    2.574142779739678645e+03,                    2.472671551226090742e+03,                    2.467115024675545556e+03,                    2.459409535308293925e+03
    3.932088569501734e+00,                    2.359067498212375540e+03,                    2.368008578209418374e+03,                    2.574307493211924793e+03,                    2.472517270371024551e+03,                    2.467391429145737675e+03,                    2.459629452850159851e+03
    3.961094503944958e+00,                    2.358827356549324122e+03,                    2.368117499660084377e+03,                    2.574451220078465667e+03,                    2.472354403493448444e+03,                    2.467531387358204483e+03,                    2.459863351045599302e+03
    3.989955950970946e+00,                    2.358574293452857091e+03,                    2.368285932569307079e+03,                    2.574624847271672024e+03,                    2.472180384683951161e+03,                    2.467761906458201338e+03,                    2.460046480477280511e+03
    4.018695357786792e+00,                    2.358336427092396661e+03,                    2.368445242259718270e+03,                    2.574783174801484165e+03,                    2.471998213020921867e+03,                    2.467856527324458511e+03,                    2.460210201051170316e+03
    4.047328266541638e+00,                    2.358134452154092287e+03,                    2.368645844788291015e+03,                    2.574971938686454450e+03,                    2.471809766247512016e+03,                    2.468031019526443288e+03,                    2.460316888739205297e+03
    4.075876213826713e+00,                    2.357959901038172120e+03,                    2.368845416930644205e+03,                    2.575147026554334388e+03,                    2.471611737432689551e+03,                    2.468070495241626304e+03,                    2.460384775805244317e+03
    4.104352656636266e+00,                    2.357805937735649422e+03,                    2.369071452517638591e+03,                    2.575351978481412061e+03,                    2.471416096190529061e+03,                    2.468193039430245335e+03,                    2.460420969125795637e+03
    4.132778548588697e+00,                    2.357659132299958401e+03,                    2.369281092619427909e+03,                    2.575538792674145952e+03,                    2.471205467804510590e+03,                    2.468182400039532695e+03,                    2.460429748534051669e+03
    4.161165650366952e+00,                    2.357602474940805223e+03,                    2.369530526483409631e+03,                    2.575756864252966807e+03,                    2.471008292551267914e+03,                    2.468252924633777639e+03,                    2.460394078507153608e+03
    4.189477241972634e+00,                    2.357692028165979536e+03,                    2.369817739834876193e+03,                    2.575996544763495422e+03,                    2.470833581059591779e+03,                    2.468233151466032268e+03,                    2.460387069574755969e+03
    4.217636234880121e+00,                    2.357840585558600651e+03,                    2.370138992247306305e+03,                    2.576282363934606110e+03,                    2.470706642110014855e+03,                    2.468319537803060030e+03,                    2.460375063334570768e+03
    4.245666756521196e+00,                    2.357953348653127705e+03,                    2.370394877821061073e+03,                    2.576482778167185188e+03,                    2.470491909446820046e+03,                    2.468219580549337934e+03,                    2.460266773324125097e+03
    4.273582692516503e+00,                    2.358088093414908599e+03,                    2.370640842579781747e+03,                    2.576688864948035189e+03,                    2.470306736045808520e+03,                    2.468199498035978195e+03,                    2.460156779069960066e+03
    4.301407282227383e+00,                    2.358250010144389307e+03,                    2.370897423648820222e+03,                    2.576849866444428244e+03,                    2.470098683069411891e+03,                    2.468068411468551858e+03,                    2.460047519290690161e+03
    4.329152384087505e+00,                    2.358412800108212195e+03,                    2.371114514248963133e+03,                    2.577041908508348115e+03,                    2.469932876790893260e+03,                    2.468019726357728359e+03,                    2.459903190316700602e+03
    4.356840446407068e+00,                    2.358664480790732796e+03,                    2.371371996871316696e+03,                    2.577156390794746130e+03,                    2.469740341329065814e+03,                    2.467864272149645785e+03,                    2.459767522107815239e+03
    4.384450526570578e+00,                    2.358977201744444301e+03,                    2.371623272322482080e+03,                    2.577340284605945271e+03,                    2.469626714052608349e+03,                    2.467822501336223468e+03,                    2.459674230190984872e+03
    4.411956992131472e+00,                    2.359343994852659307e+03,                    2.371899361518513615e+03,                    2.577436116418098209e+03,                    2.469495000416519360e+03,                    2.467692992228140156e+03,                    2.459590299762927316e+03
    4.439373301766643e+00,                    2.359619773944142253e+03,                    2.372110463193241230e+03,                    2.577540325859455606e+03,                    2.469388929370697952e+03,                    2.467611224129037964e+03,                    2.459451202470265798e+03
    4.466722859093902e+00,                    2.359926335685137474e+03,                    2.372335736479751176e+03,                    2.577537874867188293e+03,                    2.469252063240710413e+03,                    2.467451639964384867e+03,                    2.459431924575288122e+03
    4.494017729489910e+00,                    2.360143104543987647e+03,                    2.372510557292795056e+03,                    2.577571217300520402e+03,                    2.469191726140767059e+03,                    2.467372558091490191e+03,                    2.459295759584380448e+03
    4.521279952438173e+00,                    2.360406019954956264e+03,                    2.372727786066198860e+03,                    2.577502965202341329e+03,                    2.469091502671758462e+03,                    2.467232476801794292e+03,                    2.459273314341570313e+03
    4.548520448742480e+00,                    2.360637487162925936e+03,                    2.372903179322318465e+03,                    2.577461903470952166e+03,                    2.469085876260499845e+03,                    2.467163447795268894e+03,                    2.459244016555779581e+03
    4.575760188698310e+00,                    2.360826537871417713e+03,                    2.373104923055709605e+03,                    2.577320989305635521e+03,                    2.469030688511404151e+03,                    2.467049835857991638e+03,                    2.459218374020907959e+03
    4.602999928654141e+00,                    2.360978726707414353e+03,                    2.373271053151952401e+03,                    2.577213152959187482e+03,                    2.469089711650119170e+03,                    2.467000829596910080e+03,                    2.459188143675632546e+03
    4.630248827094587e+00,                    2.361049610302644396e+03,                    2.373451251364359905e+03,                    2.576997732060422095e+03,                    2.469095932076723784e+03,                    2.466936025401529605e+03,                    2.459283137362055186e+03
